cd_produto,qtde,nota,preco_liq,preco_ipi,preco_icms,p_ipi,p_icm,nm_produto,cd_cliente,nm_cliente,cidade,uf,cd_vendedor,nm_vendedor,cd_familia,nm_familia,cd_grupo,nm_grupo,cd_marca,nm_marca,data_pedido,data_nota,cd_operacao,nm_operacao,cd_sub_grupo,nm_sub_grupo,cd_linha,nm_linha,valor,lucro
4967,2,181,2384.16,2503.37,2953.97,5,18,CELULAR COM MP3+MP3 CELL LING Serie 99,210.0,ARV IND. MAQUINAS DE EMBAL. E COM. DE PECA LTDA,SAO PAULO,SP,6,VIVALDO,1,CELULAR,14,SIMPLES,3,CCL,2010-06-04,2010-06-05,5.102,VENDAS,92,CELULAR COM MP3+MP3,2,TELEFONIA,4768.32,153.063072
2818,2,182,1352.64,1447.32,1707.84,7,18,ALGUMA LEMBRANCA ITAUTEC Serie 85,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,10,BARATO,2,Compaqto,2010-06-04,2010-06-14,5.102,VENDAS,88,ALGUMA LEMBRANCA,3,TI,2705.28,524.5151999999999
3959,4,182,1900.32,2033.34,2399.34,7,18,ALGUMA LEMBRANCA MICROTEC Serie 99,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,20,COM WINDOWS,2,Compaqto,2010-06-04,2010-06-11,5.102,VENDAS,59,ALGUMA LEMBRANCA,3,TI,7601.28,297.5808
4822,2,182,2314.56,2430.29,2867.74,5,18,COM MP3 PLUGS Serie 85,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,25,SOM ESPECIAL,3,CCL,2010-06-04,2010-06-16,5.102,VENDAS,142,COM MP3,4,SOM & IMAGEM,4629.12,445.78425599999997
4460,2,182,2140.8,2333.47,2753.5,9,18,CELULAR COM MP3+MP3+MP3+TV CELL LING Ser,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,1,CELULAR,14,SIMPLES,5,No Tinha,2010-06-04,2010-06-05,5.102,VENDAS,170,CELULAR COM MP3+MP3+MP3+TV,2,TELEFONIA,4281.6,128.448
3319,2,182,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-04,2010-06-08,5.102,VENDAS,4,VENTOSO,1,ELETRODOMESTICOS,3186.24,175.24320000000003
3819,2,183,1833.12,1924.78,2271.24,5,18,MUITA LEMBRANCA GRAMPOLA Serie 85,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,2,Compaqto,2010-06-04,2010-06-14,5.102,VENDAS,114,MUITA LEMBRANCA,3,TI,3666.24,375.02044800000004
2963,2,184,1422.24,1493.35,1762.16,5,18,UM POUCO DE TUDO BUSHA DE CANHAO Serie 9,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,12,INTEGRADOS,38,COM TV,20,Soni,2010-06-04,2010-06-16,5.901,BENEFICIAMENTO,38,UM POUCO DE TUDO,4,SOM & IMAGEM,2844.48,273.923424
2817,1,185,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-07,2010-06-16,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,1352.16,312.8928
2818,2,186,1352.64,1447.32,1707.84,7,18,ALGUMA LEMBRANCA ITAUTEC Serie 85,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,10,IPAD,10,BARATO,2,Compaqto,2010-06-07,2010-06-17,5.102,VENDAS,88,ALGUMA LEMBRANCA,3,TI,2705.28,148.73760000000001
4535,2,186,2176.8,2285.64,2697.06,5,18,IMAGEM AVANCADA LG Serie 56,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,11,TV,11,3D,20,Soni,2010-06-07,2010-06-18,5.102,VENDAS,50,IMAGEM AVANCADA,4,SOM & IMAGEM,4353.6,419.25168
3322,2,186,1594.56,1642.4,1938.03,3,18,VAGA LEMBRANCA HP Serie 35,73.0,ARTHUR KLINK METALURGICA LTDA.,SOROCABA,SP,6,VIVALDO,7,MICRO-COMPUTADOR,7,COM LINUX,40,Ching Pau,2010-06-07,2010-06-14,5.102,VENDAS,7,VAGA LEMBRANCA,3,TI,3189.12,526.7856
2818,4,187,1352.64,1447.32,1707.84,7,18,ALGUMA LEMBRANCA ITAUTEC Serie 85,220.0,DAMLUX INDUSTRIA E COMERCIO LTDA-ME,SAO JOSE DO RIO PRET,SP,6,VIVALDO,10,IPAD,10,BARATO,2,Compaqto,2010-06-07,2010-06-17,5.102,VENDAS,88,ALGUMA LEMBRANCA,3,TI,5410.56,350.8032
2817,4,188,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,77.0,REFRIGERACAO AVENIDA LTDA,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-08,2010-06-17,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,5408.64,595.1616
4967,1,189,2384.16,2503.37,2953.97,5,18,CELULAR COM MP3+MP3 CELL LING Serie 99,120.0,DARCY IND. COM. AP. CIRURGICOS E ORTOP. LDTA,SAO PAULO,SP,2,DIONISIO,1,CELULAR,14,SIMPLES,3,CCL,2010-06-08,2010-06-09,5.102,VENDAS,92,CELULAR COM MP3+MP3,2,TELEFONIA,2384.16,76.531536
2818,1,190,1352.64,1447.32,1621.0,7,12,ALGUMA LEMBRANCA ITAUTEC Serie 85,226.0,SANTA FE PRESENTES LTDA,FORMIGA,MG,6,VIVALDO,10,IPAD,10,BARATO,2,Compaqto,2010-06-08,2010-06-18,6.102,VD P/ OUTRO ESTADO,88,ALGUMA LEMBRANCA,3,TI,1352.64,262.25759999999997
3548,2,191,1703.04,1788.19,2110.07,5,18,UM POUCO DE TUDO BUSHA DE CANHAO Serie 5,194.0,FABRICA DE FOGOES E SERRALHERIA CHINA LTDA,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,38,COM TV,20,Soni,2010-06-09,2010-06-21,5.102,VENDAS,38,UM POUCO DE TUDO,4,SOM & IMAGEM,3406.08,328.005504
2817,1,192,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-09,2010-06-18,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,1352.16,374.6688
3317,2,192,1592.16,1639.92,1935.11,3,18,CELULAR TECLADO Motorola Serie 34,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-09,2010-06-11,5.102,VENDAS,2,CELULAR TECLADO,2,TELEFONIA,3184.32,105.08256000000002
750,2,193,1060.0,1155.4,1363.37,9,18,MEDIA LEMBRANCA MICROLIXO Serie 78,179.0,HIMEDRAL FERRO E ACO LTDA,GUARULHOS,SP,1,BEATRIZ,9,NETBOOK,9,BARATO,12,Dismac,2010-06-09,2010-06-18,5.102,VENDAS,165,MEDIA LEMBRANCA,3,TI,2120.0,350.27520000000004
2818,1,194,1352.64,1447.32,1707.84,7,18,ALGUMA LEMBRANCA ITAUTEC Serie 85,122.0,HOMEM DE FERRO & CIA LTDA,SUZANO,SP,1,BEATRIZ,10,IPAD,10,BARATO,2,Compaqto,2010-06-09,2010-06-19,5.102,VENDAS,88,ALGUMA LEMBRANCA,3,TI,1352.64,233.2
4819,4,196,2313.12,2428.78,2865.96,5,18,MEDIA LEMBRANCA SISNE Serie 85,68.0,ARNO S/A,SAO PAULO,SP,6,VIVALDO,9,NETBOOK,22,XING-LING,2,Compaqto,2010-06-10,2010-06-19,5.102,VENDAS,139,MEDIA LEMBRANCA,3,TI,9252.48,335.13427200000007
3317,1,197,1592.16,1639.92,1935.11,3,18,CELULAR TECLADO Motorola Serie 34,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-10,2010-06-12,5.901,BENEFICIAMENTO,2,CELULAR TECLADO,2,TELEFONIA,1592.16,52.54128000000001
3821,1,197,1834.08,1925.78,2272.43,5,18,COM MP3 BUSHA DE CANHAO Serie 85,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,12,INTEGRADOS,38,COM TV,20,Soni,2010-06-10,2010-06-22,5.901,BENEFICIAMENTO,116,COM MP3,4,SOM & IMAGEM,1834.08,176.621904
3317,1,198,1592.16,1639.92,1754.72,3,7,CELULAR TECLADO Motorola Serie 34,102.0,BRASHOLANDA S/A EQUIP. IND.,S.JOSE DOS PINHAIS,PR,6,VIVALDO,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-10,2010-06-12,6.102,VD P/ OUTRO ESTADO,2,CELULAR TECLADO,2,TELEFONIA,1592.16,52.54128000000001
2817,1,199,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-10,2010-06-19,5.901,BENEFICIAMENTO,87,MEDIA LEMBRANCA,3,TI,1352.16,175.13760000000002
890,1,199,1127.2,1183.56,1396.6,5,18,ATE 50 LITROS PRADARIA Serie 92,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,6,LINHA BRANCA,32,FOGAO,22,Daqo,2010-06-10,2010-06-16,5.901,BENEFICIAMENTO,110,ATE 50 LITROS,1,ELETRODOMESTICOS,1127.2,60.30520000000001
4967,1,200,2384.16,2503.37,2953.97,5,18,CELULAR COM MP3+MP3 CELL LING Serie 99,36.0,EAGLEBURGMANN DO BRASIL VEDACOES INDUSTRIAIS LTDA,CAMPINAS,SP,5,CARLINHO,1,CELULAR,14,SIMPLES,3,CCL,2010-06-10,2010-06-11,5.102,VENDAS,92,CELULAR COM MP3+MP3,2,TELEFONIA,2384.16,76.531536
4967,1,201,2384.16,2503.37,2953.97,5,18,CELULAR COM MP3+MP3 CELL LING Serie 99,35.0,SANCHEZ AFIACAO E FERRAMENTAS LTDA,ITAQUAQUECETUBA,SP,4,DAYSE,1,CELULAR,14,SIMPLES,3,CCL,2010-06-10,2010-06-11,5.102,VENDAS,92,CELULAR COM MP3+MP3,2,TELEFONIA,2384.16,76.531536
3648,1,202,1751.04,1838.59,2169.54,5,18,MUITA LEMBRANCA DISMAC Serie 68,107.0,BREK FREIOS LTDA.,JARINU,SP,6,VIVALDO,8,NOTEBOOK,21,COM WINDOWS,40,Ching Pau,2010-06-10,2010-06-18,5.901,BENEFICIAMENTO,138,MUITA LEMBRANCA,3,TI,1751.04,280.615632
3319,1,203,1593.12,1640.91,1936.28,3,18,VENTOSO VENTILVA Serie 35,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-11,2010-06-15,5.102,VENDAS,4,VENTOSO,1,ELETRODOMESTICOS,1593.12,87.62160000000002
3961,1,204,1901.28,2034.37,2400.56,7,18,MEDIA LEMBRANCA SISNE Serie 99,36.0,EAGLEBURGMANN DO BRASIL VEDACOES INDUSTRIAIS LTDA,CAMPINAS,SP,5,CARLINHO,9,NETBOOK,22,XING-LING,2,Compaqto,2010-06-11,2010-06-20,5.102,VENDAS,61,MEDIA LEMBRANCA,3,TI,1901.28,175.2432
4461,1,204,2141.28,2334.0,2754.11,9,18,+TOUCH+TV PING LING Serie 49,36.0,EAGLEBURGMANN DO BRASIL VEDACOES INDUSTRIAIS LTDA,CAMPINAS,SP,5,CARLINHO,2,SMARTFONE,15,APPLE,5,No Tinha,2010-06-11,2010-06-13,5.102,VENDAS,171,+TOUCH+TV,2,TELEFONIA,2141.28,64.2384
1748,1,205,839.04,914.55,1079.17,9,18,ATE 50 LITROS PRADARIA Serie 78,149.0,ROTTO BRASIL IND. E COM. DE PLASTICOS LTDA,GUARAREMA,SP,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,1,Brastenta,2010-06-14,2010-06-20,5.102,VENDAS,188,ATE 50 LITROS,1,ELETRODOMESTICOS,839.04,41.952
1748,1,206,839.04,914.55,1079.17,9,18,ATE 50 LITROS PRADARIA Serie 78,145.0,ART METAL INDUSTRIA E COMERCIO LTDA,SANTO ANDRE,SP,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,1,Brastenta,2010-06-14,2010-06-20,5.924,REMESSA P IND.,188,ATE 50 LITROS,1,ELETRODOMESTICOS,839.04,41.952
2463,2,207,1182.24,1241.35,1464.8,5,18,ATE 50 LITROS BRASTEMP Serie 49,162.0,CORT-TEC FERRAMENTAS LTDA,SAO PAULO,SP,6,VIVALDO,6,LINHA BRANCA,6,GELADEIRA,1,Brastenta,2010-06-14,2010-06-20,5.102,VENDAS,123,ATE 50 LITROS,1,ELETRODOMESTICOS,2364.48,126.49968000000001
3320,2,207,1593.6,1641.41,1936.86,3,18,MOEDORA ARNO Serie 35,162.0,CORT-TEC FERRAMENTAS LTDA,SAO PAULO,SP,6,VIVALDO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2010-06-14,2010-06-19,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,3187.2,175.29600000000002
3821,4,207,1834.08,1925.78,2272.43,5,18,COM MP3 BUSHA DE CANHAO Serie 85,162.0,CORT-TEC FERRAMENTAS LTDA,SAO PAULO,SP,6,VIVALDO,12,INTEGRADOS,38,COM TV,20,Soni,2010-06-14,2010-06-26,5.102,VENDAS,116,COM MP3,4,SOM & IMAGEM,7336.32,706.487616
3966,4,207,1903.68,2036.94,2403.59,7,18,CELULAR COM MP3+MP3 JPG Serie 99,162.0,CORT-TEC FERRAMENTAS LTDA,SAO PAULO,SP,6,VIVALDO,1,CELULAR,27,AVANCADO,50,TCLixo,2010-06-14,2010-06-15,5.102,VENDAS,66,CELULAR COM MP3+MP3,2,TELEFONIA,7614.72,228.4416
4461,2,208,2141.28,2334.0,2754.11,9,18,+TOUCH+TV PING LING Serie 49,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,2,SMARTFONE,15,APPLE,5,No Tinha,2010-06-14,2010-06-16,5.901,BENEFICIAMENTO,171,+TOUCH+TV,2,TELEFONIA,4282.56,128.4768
890,2,208,1127.2,1183.56,1396.6,5,18,ATE 50 LITROS PRADARIA Serie 92,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,6,LINHA BRANCA,32,FOGAO,22,Daqo,2010-06-14,2010-06-20,5.901,BENEFICIAMENTO,110,ATE 50 LITROS,1,ELETRODOMESTICOS,2254.4,120.61040000000003
2459,1,209,1180.32,1239.34,1388.06,5,12,+TOUCH+TV Motorola Serie 49,14.0,ACOTECNICA S/A,JANDIRA CX.P.13,SP,4,DAYSE,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-14,2010-06-16,6.102,VD P/ OUTRO ESTADO,119,+TOUCH+TV,2,TELEFONIA,1180.32,37.888272
1400,2,210,672.0,705.6,790.27,5,12,VAGA LEMBRANCA VIVALDA Serie 43,83.0,CARAVELLI AVIOES SA,CARAMBEI,PR,6,VIVALDO,9,NETBOOK,35,MARCA,10,Pear,2010-06-14,2010-06-23,6.102,VD P/ OUTRO ESTADO,35,VAGA LEMBRANCA,3,TI,1344.0,138.923664
1889,1,210,906.72,952.06,1066.3,5,12,CONDICIONA AR CARRIER Serie 92,83.0,CARAVELLI AVIOES SA,CARAMBEI,PR,6,VIVALDO,4,APARELHOS DE AR,17,AR CONDICIONADO,15,Carrierta,2010-06-14,2010-06-18,6.102,VD P/ OUTRO ESTADO,134,CONDICIONA AR,1,ELETRODOMESTICOS,906.72,48.50952000000001
3548,1,210,1703.04,1788.19,2002.78,5,12,UM POUCO DE TUDO BUSHA DE CANHAO Serie 5,83.0,CARAVELLI AVIOES SA,CARAMBEI,PR,6,VIVALDO,12,INTEGRADOS,38,COM TV,20,Soni,2010-06-14,2010-06-26,6.102,VD P/ OUTRO ESTADO,38,UM POUCO DE TUDO,4,SOM & IMAGEM,1703.04,164.002752
890,1,210,1127.2,1183.56,1325.59,5,12,ATE 50 LITROS PRADARIA Serie 92,83.0,CARAVELLI AVIOES SA,CARAMBEI,PR,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,22,Daqo,2010-06-14,2010-06-20,6.102,VD P/ OUTRO ESTADO,110,ATE 50 LITROS,1,ELETRODOMESTICOS,1127.2,60.30520000000001
1300,2,210,624.0,655.2,733.82,5,12,COM RELOGIO CLARION Serie 33,83.0,CARAVELLI AVIOES SA,CARAMBEI,PR,6,VIVALDO,13,RADIOS,13,RADIO RELOGIO,79,Eletroradiobras,2010-06-14,2010-06-27,6.102,VD P/ OUTRO ESTADO,130,COM RELOGIO,4,SOM & IMAGEM,1248.0,120.1824
3653,2,210,1753.44,1841.11,2062.05,5,12,COM RELOGIO BRASNORTH Serie 68,83.0,CARAVELLI AVIOES SA,CARAMBEI,PR,6,VIVALDO,13,RADIOS,26,RADIO ANTIGO,79,Eletroradiobras,2010-06-14,2010-06-27,6.102,VD P/ OUTRO ESTADO,143,COM RELOGIO,4,SOM & IMAGEM,3506.88,337.712544
2817,1,211,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,4.0,ACE SCHMERSAL ELETROELETRONICA INDUSTRIAL LTDA.,BOITUVA,SP,2,DIONISIO,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-15,2010-06-24,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,1352.16,385.7568
4459,1,212,2140.32,2332.95,2752.88,9,18,COM RELOGIO CLARION Serie 49,120.0,DARCY IND. COM. AP. CIRURGICOS E ORTOP. LDTA,SAO PAULO,SP,2,DIONISIO,13,RADIOS,13,RADIO RELOGIO,2,Compaqto,2010-06-16,2010-06-29,5.102,VENDAS,169,COM RELOGIO,4,SOM & IMAGEM,2140.32,192.6288
4967,1,212,2384.16,2503.37,2953.97,5,18,CELULAR COM MP3+MP3 CELL LING Serie 99,120.0,DARCY IND. COM. AP. CIRURGICOS E ORTOP. LDTA,SAO PAULO,SP,2,DIONISIO,1,CELULAR,14,SIMPLES,3,CCL,2010-06-16,2010-06-17,5.102,VENDAS,92,CELULAR COM MP3+MP3,2,TELEFONIA,2384.16,76.531536
3961,2,213,1901.28,2034.37,2400.56,7,18,MEDIA LEMBRANCA SISNE Serie 99,40.0,METALURGICA MARCATTO LTDA.,GUARULHOS,SP,2,DIONISIO,9,NETBOOK,22,XING-LING,2,Compaqto,2010-06-16,2010-06-25,5.102,VENDAS,61,MEDIA LEMBRANCA,3,TI,3802.56,262.25759999999997
2961,4,213,1421.28,1492.34,1760.97,5,18,SEM LEMBRANCA GRAMPOLA Serie 99,40.0,METALURGICA MARCATTO LTDA.,GUARULHOS,SP,2,DIONISIO,10,IPAD,36,1 MEGA DE RAM,40,Ching Pau,2010-06-16,2010-06-26,5.102,VENDAS,36,SEM LEMBRANCA,3,TI,5685.12,447.561312
1747,1,214,838.56,914.03,1078.56,9,18,TORRADORA LT Serie 77,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,5,ELETRODOMESTICOS DE COZINHA,31,CAFETEIRA,3,CCL,2010-06-16,2010-06-21,5.901,BENEFICIAMENTO,187,TORRADORA,1,ELETRODOMESTICOS,838.56,41.928
1896,1,214,910.08,955.58,1127.59,5,18,IMAGEM ULTRA VENDAVAL Serie 92,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,11,TV,24,LCD,77,Tvzinha,2010-06-16,2010-06-27,5.901,BENEFICIAMENTO,141,IMAGEM ULTRA,4,SOM & IMAGEM,910.08,87.64070400000001
2817,1,215,1352.16,1446.81,1707.24,7,18,MEDIA LEMBRANCA MICROLIXO Serie 84,174.0,CHAPIL SERRALHERIA E COMERCIO ME,GUARULHOS,SP,4,DAYSE,9,NETBOOK,9,BARATO,2,Compaqto,2010-06-16,2010-06-25,5.102,VENDAS,87,MEDIA LEMBRANCA,3,TI,1352.16,100.1088
5,1,216,1409.6,1451.89,1713.23,3,18,MOEDORA ARNO Serie 03,239.0,ETSCHEID TECHNO S/A,PIRAJUI,SP,2,DIONISIO,5,ELETRODOMESTICOS DE COZINHA,5,BATEDEIRA,1,Brastenta,2010-06-17,2010-06-22,5.102,VENDAS,5,MOEDORA,1,ELETRODOMESTICOS,1409.6,77.528
4486,1,216,2153.28,2217.88,2617.1,3,18,CELULAR COM MP3 Nokia Serie 51,239.0,ETSCHEID TECHNO S/A,PIRAJUI,SP,2,DIONISIO,1,CELULAR,1,BASICO,2,Compaqto,2010-06-17,2010-06-18,5.102,VENDAS,1,CELULAR COM MP3,2,TELEFONIA,2153.28,71.05824
1678,1,216,805.44,845.71,997.94,5,18,CELULAR COM MP3+MP3+MP3+TV Nokia Serie 7,239.0,ETSCHEID TECHNO S/A,PIRAJUI,SP,2,DIONISIO,1,CELULAR,1,BASICO,50,TCLixo,2010-06-17,2010-06-18,5.102,VENDAS,118,CELULAR COM MP3+MP3+MP3+TV,2,TELEFONIA,805.44,25.854624
3967,1,217,1904.16,2037.45,2404.19,7,18,CELULAR TECLADO+TOUCH DELETOU Serie 99,8.0,SULZER BRASIL S/A,S.B C,SP,4,DAYSE,2,SMARTFONE,28,XING-LING,50,TCLixo,2010-06-17,2010-06-19,5.102,VENDAS,67,CELULAR TECLADO+TOUCH,2,TELEFONIA,1904.16,57.1248
3959,2,218,1900.32,2033.34,2399.34,7,18,ALGUMA LEMBRANCA MICROTEC Serie 99,103.0,MAPRI-TEXTRON DO BRASIL LTDA,SAO PAULO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,20,COM WINDOWS,2,Compaqto,2010-06-17,2010-06-24,5.102,VENDAS,59,ALGUMA LEMBRANCA,3,TI,3800.64,209.4576
3962,2,218,1901.76,2034.88,2401.16,7,18,ALGUMA LEMBRANCA BRAS-SUL Serie 99,103.0,MAPRI-TEXTRON DO BRASIL LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,23,MARCA,2,Compaqto,2010-06-17,2010-06-27,5.102,VENDAS,62,ALGUMA LEMBRANCA,3,TI,3803.52,418.0704
3826,2,218,1836.48,1928.3,2275.4,5,18,CONDICIONA AR VENTILVA Serie 85,103.0,MAPRI-TEXTRON DO BRASIL LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-17,2010-06-21,5.102,VENDAS,121,CONDICIONA AR,1,ELETRODOMESTICOS,3672.96,196.50336000000004
3959,2,219,1900.32,2033.34,2399.34,7,18,ALGUMA LEMBRANCA MICROTEC Serie 99,176.0,SUADO & CHEIROSO PERFUMES LTDA,SAO PAULO,SP,6,VIVALDO,7,MICRO-COMPUTADOR,20,COM WINDOWS,2,Compaqto,2010-06-17,2010-06-24,5.924,REMESSA P IND.,59,ALGUMA LEMBRANCA,3,TI,3800.64,404.0256
3962,2,219,1901.76,2034.88,2401.16,7,18,ALGUMA LEMBRANCA BRAS-SUL Serie 99,176.0,SUADO & CHEIROSO PERFUMES LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,23,MARCA,2,Compaqto,2010-06-17,2010-06-27,5.924,REMESSA P IND.,62,ALGUMA LEMBRANCA,3,TI,3803.52,418.0704
3826,2,219,1836.48,1928.3,2275.4,5,18,CONDICIONA AR VENTILVA Serie 85,176.0,SUADO & CHEIROSO PERFUMES LTDA,SAO PAULO,SP,6,VIVALDO,4,APARELHOS DE AR,4,VENTILADOR,15,Carrierta,2010-06-17,2010-06-21,5.924,REMESSA P IND.,121,CONDICIONA AR,1,ELETRODOMESTICOS,3672.96,196.50336000000004
890,4,220,1127.2,1183.56,1396.6,5,18,ATE 50 LITROS PRADARIA Serie 92,6.0,ESCOMAG IND. COM. E POLIMENTOS DE METAIS LTDA,SAO BERNARDO DO CAMP,SP,1,BEATRIZ,6,LINHA BRANCA,32,FOGAO,22,Daqo,2010-06-17,2010-06-23,5.901,BENEFICIAMENTO,110,ATE 50 LITROS,1,ELETRODOMESTICOS,4508.8,241.22080000000005
3819,1,221,1833.12,1924.78,2271.24,5,18,MUITA LEMBRANCA GRAMPOLA Serie 85,78.0,MARCENARIA E REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,10,IPAD,36,1 MEGA DE RAM,2,Compaqto,2010-06-17,2010-06-27,5.102,VENDAS,114,MUITA LEMBRANCA,3,TI,1833.12,530.6857600000001
3317,1,221,1592.16,1639.92,1935.11,3,18,CELULAR TECLADO Motorola Serie 34,78.0,MARCENARIA E REFRIGERACAO LTDA,SAO PAULO,SP,6,VIVALDO,2,SMARTFONE,2,ANDROID,16,Goojle,2010-06-17,2010-06-19,5.102,VENDAS,2,CELULAR TECLADO,2,TELEFONIA,1592.16,52.54128000000001
1748,1,222,839.04,914.55,1024.3,9,12,ATE 50 LITROS PRADARIA Serie 78,235.0,PERALTA E CIA LTDA.,JUNDIAI,SP,6,VIVALDO,6,LINHA BRANCA,32,FOGAO,1,Brastenta,2010-06-17,2010-06-23,6.102,VD P/ OUTRO ESTADO,188,ATE 50 LITROS,1,ELETRODOMESTICOS,839.04,41.952
750,1,222,1060.0,1155.4,1294.05,9,12,MEDIA LEMBRANCA MICROLIXO Serie 78,235.0,PERALTA E CIA LTDA.,JUNDIAI,SP,6,VIVALDO,9,NETBOOK,9,BARATO,12,Dismac,2010-06-17,2010-06-26,6.102,VD P/ OUTRO ESTADO,165,MEDIA LEMBRANCA,3,TI,1060.0,92.2944
2247,1,222,1078.56,1132.49,1268.39,5,12,IMAGEM ULTRA VENDAVAL Serie 27,235.0,PERALTA E CIA LTDA.,JUNDIAI,SP,6,VIVALDO,11,TV,24,LCD,20,Soni,2010-06-17,2010-06-28,6.102,VD P/ OUTRO ESTADO,102,IMAGEM ULTRA,4,SOM & IMAGEM,1078.56,103.86532799999999
3246,1,222,1558.08,1635.98,1832.3,5,12,MEDIA LEMBRANCA MICROLIXO Serie 27,235.0,PERALTA E CIA LTDA.,JUNDIAI,SP,6,VIVALDO,9,NETBOOK,9,BARATO,40,Ching Pau,2010-06-17,2010-06-26,6.102,VD P/ OUTRO ESTADO,126,MEDIA LEMBRANCA,3,TI,1558.08,126.946512
893,1,223,1128.64,1185.07,1398.38,5,18,MEDIA LEMBRANCA VIVALDA Serie 92,76.0,ITALFINISH INDUSTRIA E COMERCIO LTDA,DIADEMA,SP,6,VIVALDO,9,NETBOOK,35,MARCA,10,Pear,2010-06-18,2010-06-27,5.102,VENDAS,113,MEDIA LEMBRANCA,3,TI,1128.64,183.386016
